Date,Borderpoint,Exit,Entry,Gas Trade Flow(Million cubic metres
06/01/2012,Dornum,Norway,Germany,1773
07/01/2012,Dornum,Norway,Germany,1878
08/01/2012,Dornum,Norway,Germany,1955
09/01/2012,Dornum,Norway,Germany,1464
10/01/2012,Dornum,Norway,Germany,1717
11/01/2012,Dornum,Norway,Germany,1738
12/01/2012,Dornum,Norway,Germany,1569
01/01/2013,Dornum,Norway,Germany,1574
02/01/2013,Dornum,Norway,Germany,1231
03/01/2013,Dornum,Norway,Germany,1329
04/01/2013,Dornum,Norway,Germany,1704
05/01/2013,Dornum,Norway,Germany,1850
06/01/2013,Dornum,Norway,Germany,1875
07/01/2013,Dornum,Norway,Germany,1926
08/01/2013,Dornum,Norway,Germany,1542
09/01/2013,Dornum,Norway,Germany,1467
10/01/2013,Dornum,Norway,Germany,1975
11/01/2013,Dornum,Norway,Germany,1601
12/01/2013,Dornum,Norway,Germany,1734
01/01/2014,Dornum,Norway,Germany,1821
02/01/2014,Dornum,Norway,Germany,1676
03/01/2014,Dornum,Norway,Germany,1888
04/01/2014,Dornum,Norway,Germany,1867
05/01/2014,Dornum,Norway,Germany,1900
06/01/2014,Dornum,Norway,Germany,1736
07/01/2014,Dornum,Norway,Germany,1859
08/01/2014,Dornum,Norway,Germany,1908
09/01/2014,Dornum,Norway,Germany,1616
10/01/2014,Dornum,Norway,Germany,1955
11/01/2014,Dornum,Norway,Germany,1645
12/01/2014,Dornum,Norway,Germany,1872
01/01/2015,Dornum,Norway,Germany,1689
02/01/2015,Dornum,Norway,Germany,1517
03/01/2015,Dornum,Norway,Germany,1908
04/01/2015,Dornum,Norway,Germany,1400
05/01/2015,Dornum,Norway,Germany,1756
06/01/2015,Dornum,Norway,Germany,1639
07/01/2015,Dornum,Norway,Germany,1836
08/01/2015,Dornum,Norway,Germany,1959
09/01/2015,Dornum,Norway,Germany,1872
10/01/2015,Dornum,Norway,Germany,1969
11/01/2015,Dornum,Norway,Germany,1969
12/01/2015,Dornum,Norway,Germany,2007
01/01/2016,Dornum,Norway,Germany,1975
02/01/2016,Dornum,Norway,Germany,1864
03/01/2016,Dornum,Norway,Germany,1761
04/01/2016,Dornum,Norway,Germany,1784
05/01/2016,Dornum,Norway,Germany,1621
06/01/2016,Dornum,Norway,Germany,1719
07/01/2016,Dornum,Norway,Germany,1766
08/01/2016,Dornum,Norway,Germany,1705
09/01/2016,Dornum,Norway,Germany,1083
10/01/2016,Dornum,Norway,Germany,1976
11/01/2016,Dornum,Norway,Germany,1571
12/01/2016,Dornum,Norway,Germany,1886
01/01/2017,Dornum,Norway,Germany,1575
02/01/2017,Dornum,Norway,Germany,1943
03/01/2017,Dornum,Norway,Germany,1943
04/01/2017,Dornum,Norway,Germany,1753
05/01/2017,Dornum,Norway,Germany,1841
06/01/2017,Dornum,Norway,Germany,1853
07/01/2017,Dornum,Norway,Germany,1974
08/01/2017,Dornum,Norway,Germany,1892
09/01/2017,Dornum,Norway,Germany,1730
10/01/2017,Dornum,Norway,Germany,1965
11/01/2017,Dornum,Norway,Germany,1754
12/01/2017,Dornum,Norway,Germany,1492
01/01/2018,Dornum,Norway,Germany,1542
02/01/2018,Dornum,Norway,Germany,1325
03/01/2018,Dornum,Norway,Germany,1437
04/01/2018,Dornum,Norway,Germany,1790
05/01/2018,Dornum,Norway,Germany,1909
06/01/2018,Dornum,Norway,Germany,1950
07/01/2018,Dornum,Norway,Germany,2055
08/01/2018,Dornum,Norway,Germany,2010
09/01/2018,Dornum,Norway,Germany,1623
10/01/2018,Dornum,Norway,Germany,1982
11/01/2018,Dornum,Norway,Germany,1833
12/01/2018,Dornum,Norway,Germany,1756
01/01/2019,Dornum,Norway,Germany,1878
02/01/2019,Dornum,Norway,Germany,1693
03/01/2019,Dornum,Norway,Germany,1971
04/01/2019,Dornum,Norway,Germany,1901
05/01/2019,Dornum,Norway,Germany,1914
06/01/2019,Dornum,Norway,Germany,1912
07/01/2019,Dornum,Norway,Germany,1819
08/01/2019,Dornum,Norway,Germany,1912
09/01/2019,Dornum,Norway,Germany,1201
10/01/2019,Dornum,Norway,Germany,1916
11/01/2019,Dornum,Norway,Germany,1876
12/01/2019,Dornum,Norway,Germany,1992
01/01/2020,Dornum,Norway,Germany,2023
02/01/2020,Dornum,Norway,Germany,0
03/01/2020,Dornum,Norway,Germany,2017
04/01/2020,Dornum,Norway,Germany,1967
05/01/2020,Dornum,Norway,Germany,1959
06/01/2020,Dornum,Norway,Germany,1767
07/01/2020,Dornum,Norway,Germany,1858
08/01/2020,Dornum,Norway,Germany,1784
09/01/2020,Dornum,Norway,Germany,1650
10/01/2020,Dornum,Norway,Germany,1554
11/01/2020,Dornum,Norway,Germany,1721
12/01/2020,Dornum,Norway,Germany,1835
01/01/2021,Dornum,Norway,Germany,1121
02/01/2021,Dornum,Norway,Germany,1553
03/01/2021,Dornum,Norway,Germany,1944
04/01/2021,Dornum,Norway,Germany,1817
05/01/2021,Dornum,Norway,Germany,1354
06/01/2021,Dornum,Norway,Germany,1426
07/01/2021,Dornum,Norway,Germany,1967
08/01/2021,Dornum,Norway,Germany,0
09/01/2021,Dornum,Norway,Germany,1902
10/01/2021,Dornum,Norway,Germany,2042
11/01/2021,Dornum,Norway,Germany,1854
12/01/2021,Dornum,Norway,Germany,1993
01/01/2022,Dornum,Norway,Germany,1961
02/01/2022,Dornum,Norway,Germany,1789
03/01/2022,Dornum,Norway,Germany,2005
04/01/2022,Dornum,Norway,Germany,1988
05/01/2022,Dornum,Norway,Germany,2005
06/01/2022,Dornum,Norway,Germany,1989
07/01/2022,Dornum,Norway,Germany,2036
08/01/2022,Dornum,Norway,Germany,2053
09/01/2022,Dornum,Norway,Germany,1900
10/01/2022,Dornum,Norway,Germany,2044
11/01/2022,Dornum,Norway,Germany,1881
12/01/2022,Dornum,Norway,Germany,1814
10/01/2008,Ellund,Denmark,Germany,153
11/01/2008,Ellund,Denmark,Germany,177
12/01/2008,Ellund,Denmark,Germany,227
01/01/2009,Ellund,Denmark,Germany,228
02/01/2009,Ellund,Denmark,Germany,166
03/01/2009,Ellund,Denmark,Germany,1
04/01/2009,Ellund,Denmark,Germany,0
05/01/2009,Ellund,Denmark,Germany,0
06/01/2009,Ellund,Denmark,Germany,0
07/01/2009,Ellund,Denmark,Germany,0
08/01/2009,Ellund,Denmark,Germany,0
09/01/2009,Ellund,Denmark,Germany,0
10/01/2009,Ellund,Denmark,Germany,36
11/01/2009,Ellund,Denmark,Germany,92
12/01/2009,Ellund,Denmark,Germany,47
01/01/2010,Ellund,Denmark,Germany,103
02/01/2010,Ellund,Denmark,Germany,100
03/01/2010,Ellund,Denmark,Germany,90
04/01/2010,Ellund,Denmark,Germany,115
05/01/2010,Ellund,Denmark,Germany,130
06/01/2010,Ellund,Denmark,Germany,175
07/01/2010,Ellund,Denmark,Germany,76
08/01/2010,Ellund,Denmark,Germany,115
09/01/2010,Ellund,Denmark,Germany,162
10/01/2010,Ellund,Denmark,Germany,72
11/01/2010,Ellund,Denmark,Germany,0
12/01/2010,Ellund,Denmark,Germany,0
01/01/2011,Ellund,Denmark,Germany,0
02/01/2011,Ellund,Denmark,Germany,0
03/01/2011,Ellund,Denmark,Germany,0
04/01/2011,Ellund,Denmark,Germany,81
05/01/2011,Ellund,Denmark,Germany,224
06/01/2011,Ellund,Denmark,Germany,231
07/01/2011,Ellund,Denmark,Germany,156
08/01/2011,Ellund,Denmark,Germany,187
09/01/2011,Ellund,Denmark,Germany,180
10/01/2011,Ellund,Denmark,Germany,58
11/01/2011,Ellund,Denmark,Germany,30
12/01/2011,Ellund,Denmark,Germany,0
01/01/2012,Ellund,Denmark,Germany,4
02/01/2012,Ellund,Denmark,Germany,21
03/01/2012,Ellund,Denmark,Germany,0
04/01/2012,Ellund,Denmark,Germany,75
05/01/2012,Ellund,Denmark,Germany,165
06/01/2012,Ellund,Denmark,Germany,156
07/01/2012,Ellund,Denmark,Germany,183
08/01/2012,Ellund,Denmark,Germany,91
09/01/2012,Ellund,Denmark,Germany,96
10/01/2012,Ellund,Denmark,Germany,15
11/01/2012,Ellund,Denmark,Germany,0
12/01/2012,Ellund,Denmark,Germany,0
01/01/2013,Ellund,Denmark,Germany,0
02/01/2013,Ellund,Denmark,Germany,0
03/01/2013,Ellund,Denmark,Germany,0
04/01/2013,Ellund,Denmark,Germany,14
05/01/2013,Ellund,Denmark,Germany,0
06/01/2013,Ellund,Denmark,Germany,0
07/01/2013,Ellund,Denmark,Germany,0
08/01/2013,Ellund,Denmark,Germany,0
09/01/2013,Ellund,Denmark,Germany,0
10/01/2013,Ellund,Denmark,Germany,0
11/01/2013,Ellund,Denmark,Germany,0
12/01/2013,Ellund,Denmark,Germany,12
01/01/2014,Ellund,Denmark,Germany,55
02/01/2014,Ellund,Denmark,Germany,39
03/01/2014,Ellund,Denmark,Germany,83
04/01/2014,Ellund,Denmark,Germany,135
05/01/2014,Ellund,Denmark,Germany,84
06/01/2014,Ellund,Denmark,Germany,17
07/01/2014,Ellund,Denmark,Germany,10
08/01/2014,Ellund,Denmark,Germany,8
09/01/2014,Ellund,Denmark,Germany,57
10/01/2014,Ellund,Denmark,Germany,129
11/01/2014,Ellund,Denmark,Germany,69
12/01/2014,Ellund,Denmark,Germany,25
01/01/2015,Ellund,Denmark,Germany,104
02/01/2015,Ellund,Denmark,Germany,149
03/01/2015,Ellund,Denmark,Germany,94
04/01/2015,Ellund,Denmark,Germany,157
05/01/2015,Ellund,Denmark,Germany,63
06/01/2015,Ellund,Denmark,Germany,73
07/01/2015,Ellund,Denmark,Germany,115
08/01/2015,Ellund,Denmark,Germany,72
09/01/2015,Ellund,Denmark,Germany,54
10/01/2015,Ellund,Denmark,Germany,27
11/01/2015,Ellund,Denmark,Germany,7
12/01/2015,Ellund,Denmark,Germany,4
01/01/2016,Ellund,Denmark,Germany,4
02/01/2016,Ellund,Denmark,Germany,1
03/01/2016,Ellund,Denmark,Germany,72
04/01/2016,Ellund,Denmark,Germany,47
05/01/2016,Ellund,Denmark,Germany,14
06/01/2016,Ellund,Denmark,Germany,54
07/01/2016,Ellund,Denmark,Germany,70
08/01/2016,Ellund,Denmark,Germany,129
09/01/2016,Ellund,Denmark,Germany,143
10/01/2016,Ellund,Denmark,Germany,39
11/01/2016,Ellund,Denmark,Germany,0
12/01/2016,Ellund,Denmark,Germany,9
01/01/2017,Ellund,Denmark,Germany,7
02/01/2017,Ellund,Denmark,Germany,73
03/01/2017,Ellund,Denmark,Germany,37
04/01/2017,Ellund,Denmark,Germany,27
05/01/2017,Ellund,Denmark,Germany,27
06/01/2017,Ellund,Denmark,Germany,11
07/01/2017,Ellund,Denmark,Germany,20
08/01/2017,Ellund,Denmark,Germany,20
09/01/2017,Ellund,Denmark,Germany,14
10/01/2017,Ellund,Denmark,Germany,33
11/01/2017,Ellund,Denmark,Germany,50
12/01/2017,Ellund,Denmark,Germany,32
01/01/2018,Ellund,Denmark,Germany,138
02/01/2018,Ellund,Denmark,Germany,56
03/01/2018,Ellund,Denmark,Germany,1
04/01/2018,Ellund,Denmark,Germany,32
05/01/2018,Ellund,Denmark,Germany,55
06/01/2018,Ellund,Denmark,Germany,41
07/01/2018,Ellund,Denmark,Germany,70
08/01/2018,Ellund,Denmark,Germany,27
09/01/2018,Ellund,Denmark,Germany,50
10/01/2018,Ellund,Denmark,Germany,18
11/01/2018,Ellund,Denmark,Germany,25
12/01/2018,Ellund,Denmark,Germany,14
01/01/2019,Ellund,Denmark,Germany,14
02/01/2019,Ellund,Denmark,Germany,13
03/01/2019,Ellund,Denmark,Germany,17
04/01/2019,Ellund,Denmark,Germany,14
05/01/2019,Ellund,Denmark,Germany,14
06/01/2019,Ellund,Denmark,Germany,38
07/01/2019,Ellund,Denmark,Germany,71
08/01/2019,Ellund,Denmark,Germany,38
09/01/2019,Ellund,Denmark,Germany,0
10/01/2019,Ellund,Denmark,Germany,1
11/01/2019,Ellund,Denmark,Germany,0
12/01/2019,Ellund,Denmark,Germany,1
01/01/2020,Ellund,Denmark,Germany,0
02/01/2020,Ellund,Denmark,Germany,0
03/01/2020,Ellund,Denmark,Germany,0
04/01/2020,Ellund,Denmark,Germany,0
05/01/2020,Ellund,Denmark,Germany,0
06/01/2020,Ellund,Denmark,Germany,0
07/01/2020,Ellund,Denmark,Germany,0
08/01/2020,Ellund,Denmark,Germany,0
09/01/2020,Ellund,Denmark,Germany,0
10/01/2020,Ellund,Denmark,Germany,0
11/01/2020,Ellund,Denmark,Germany,0
12/01/2020,Ellund,Denmark,Germany,0
01/01/2021,Ellund,Denmark,Germany,0
02/01/2021,Ellund,Denmark,Germany,0
03/01/2021,Ellund,Denmark,Germany,0
04/01/2021,Ellund,Denmark,Germany,0
05/01/2021,Ellund,Denmark,Germany,0
06/01/2021,Ellund,Denmark,Germany,0
07/01/2021,Ellund,Denmark,Germany,0
08/01/2021,Ellund,Denmark,Germany,0
09/01/2021,Ellund,Denmark,Germany,0
10/01/2021,Ellund,Denmark,Germany,0
11/01/2021,Ellund,Denmark,Germany,0
12/01/2021,Ellund,Denmark,Germany,0
01/01/2022,Ellund,Denmark,Germany,0
02/01/2022,Ellund,Denmark,Germany,0
03/01/2022,Ellund,Denmark,Germany,0
04/01/2022,Ellund,Denmark,Germany,0
05/01/2022,Ellund,Denmark,Germany,0
06/01/2022,Ellund,Denmark,Germany,0
07/01/2022,Ellund,Denmark,Germany,0
08/01/2022,Ellund,Denmark,Germany,0
09/01/2022,Ellund,Denmark,Germany,0
10/01/2022,Ellund,Denmark,Germany,0
11/01/2022,Ellund,Denmark,Germany,0
12/01/2022,Ellund,Denmark,Germany,4
10/01/2008,Emden (EPT1),Norway,Germany,0
11/01/2008,Emden (EPT1),Norway,Germany,0
12/01/2008,Emden (EPT1),Norway,Germany,0
01/01/2009,Emden (EPT1),Norway,Germany,0
02/01/2009,Emden (EPT1),Norway,Germany,0
03/01/2009,Emden (EPT1),Norway,Germany,0
04/01/2009,Emden (EPT1),Norway,Germany,0
05/01/2009,Emden (EPT1),Norway,Germany,0
06/01/2009,Emden (EPT1),Norway,Germany,0
07/01/2009,Emden (EPT1),Norway,Germany,0
08/01/2009,Emden (EPT1),Norway,Germany,0
09/01/2009,Emden (EPT1),Norway,Germany,0
10/01/2009,Emden (EPT1),Norway,Germany,763
11/01/2009,Emden (EPT1),Norway,Germany,863
